Boro Code,Boro Ct,CT,County,Geometry,LRS,Number of Records,Boro Code1,Boro Ct201,Boro Name,Cdeligibil,Ct2010,Ctlabel,Ntacode,Ntaname,Puma,Shape Area,Shape Leng
3,3115600,115600,Kings County,POLYGON,39,1,3,3115600,Brooklyn,E,115600,1156,BK85,East New York (Pennsylvania Ave),4007,1720940.10036,5354.67799497
3,3113400,113400,Kings County,POLYGON,39.7,1,3,3113400,Brooklyn,E,113400,1134,BK85,East New York (Pennsylvania Ave),4007,1651198.27182,5266.48503699
3,3116000,116000,Kings County,POLYGON,31.4,1,3,3116000,Brooklyn,E,116000,1160,BK82,East New York,4008,1629832.72136,5240.89803884
3,3116400,116400,Kings County,POLYGON,31.4,1,3,3116400,Brooklyn,E,116400,1164,BK82,East New York,4008,1954432.4347,5646.04773655
3,3116200,116200,Kings County,POLYGON,31.5,1,3,3116200,Brooklyn,E,116200,1162,BK82,East New York,4008,1543810.23145,5134.95669869
3,3119600,119600,Kings County,POLYGON,32.1,1,3,3119600,Brooklyn,E,119600,1196,BK82,East New York,4008,3290524.85428,7989.55967528
3,3111800,111800,Kings County,POLYGON,32.2,1,3,3111800,Brooklyn,E,111800,1118,BK82,East New York,4008,1745783.82706,5292.34011287
3,3115200,115200,Kings County,POLYGON,33.5,1,3,3115200,Brooklyn,E,115200,1152,BK82,East New York,4008,1788251.72074,5358.55960138
3,3120800,120800,Kings County,POLYGON,33.8,1,3,3120800,Brooklyn,E,120800,1208,BK82,East New York,4008,5189260.03151,10815.6505283
3,3119200,119200,Kings County,POLYGON,34.1,1,3,3119200,Brooklyn,E,119200,1192,BK82,East New York,4008,2427894.54143,6348.75368901
3,3120000,120000,Kings County,POLYGON,34.3,1,3,3120000,Brooklyn,E,120000,1200,BK82,East New York,4008,1623803.87028,6327.94289776
3,3112000,112000,Kings County,POLYGON,34.6,1,3,3112000,Brooklyn,E,112000,1120,BK82,East New York,4008,1861982.54695,5493.04568023
3,3116600,116600,Kings County,POLYGON,35,1,3,3116600,Brooklyn,E,116600,1166,BK82,East New York,4008,1715753.20727,5251.65686378
3,3112400,112400,Kings County,POLYGON,35.1,1,3,3112400,Brooklyn,E,112400,1124,BK82,East New York,4008,1914338.59659,5874.91828797
3,3115000,115000,Kings County,POLYGON,35.1,1,3,3115000,Brooklyn,E,115000,1150,BK82,East New York,4008,1703334.32602,5234.74501128
3,3116800,116800,Kings County,POLYGON,36.4,1,3,3116800,Brooklyn,E,116800,1168,BK82,East New York,4008,1549248.02592,5447.52089566
3,3121400,121400,Kings County,POLYGON,36.4,1,3,3121400,Brooklyn,E,121400,1214,BK82,East New York,4008,1831282.56531,5466.9702052
3,3119400,119400,Kings County,POLYGON,36.8,1,3,3119400,Brooklyn,E,119400,1194,BK82,East New York,4008,1964536.04206,5622.86376588
3,3122000,122000,Kings County,POLYGON,36.9,1,3,3122000,Brooklyn,E,122000,1220,BK82,East New York,4008,11415816.5382,20018.1165989
3,3111000,111000,Kings County,POLYGON,39.1,1,3,3111000,Brooklyn,E,111000,1110,BK82,East New York,4008,1326238.83607,4637.06926464
3,3121000,121000,Kings County,POLYGON,40,1,3,3121000,Brooklyn,E,121000,1210,BK82,East New York,4008,1733948.41226,5665.44381537
3,3110600,110600,Kings County,POLYGON,41,1,3,3110600,Brooklyn,E,110600,1106,BK82,East New York,4008,1841331.75605,5477.13020741
3,3120200,120200,Kings County,POLYGON,29.4,1,3,3120200,Brooklyn,E,120200,1202,BK83,Cypress Hills-City Line,4008,1641233.44551,6114.45550801
3,3117202,117202,Kings County,POLYGON,29.6,1,3,3117202,Brooklyn,E,117202,1172.02,BK83,Cypress Hills-City Line,4008,1634622.15416,5193.71850902
3,3114600,114600,Kings County,POLYGON,31.2,1,3,3114600,Brooklyn,E,114600,1146,BK83,Cypress Hills-City Line,4008,1723239.68382,5921.10217724
3,3117201,117201,Kings County,POLYGON,31.6,1,3,3117201,Brooklyn,E,117201,1172.01,BK83,Cypress Hills-City Line,4008,1390018.14922,5149.18211713
3,3114202,114202,Kings County,POLYGON,32.2,1,3,3114202,Brooklyn,E,114202,1142.02,BK83,Cypress Hills-City Line,4008,1286732.47476,5260.69806155
3,3118202,118202,Kings County,POLYGON,32.4,1,3,3118202,Brooklyn,E,118202,1182.02,BK83,Cypress Hills-City Line,4008,1337869.71993,4918.21307454
3,3114201,114201,Kings County,POLYGON,32.5,1,3,3114201,Brooklyn,E,114201,1142.01,BK83,Cypress Hills-City Line,4008,3222957.03937,10545.1865869
3,3118800,118800,Kings County,POLYGON,33.1,1,3,3118800,Brooklyn,E,118800,1188,BK83,Cypress Hills-City Line,4008,1877145.2096,6037.64781634
3,3118400,118400,Kings County,POLYGON,33.3,1,3,3118400,Brooklyn,E,118400,1184,BK83,Cypress Hills-City Line,4008,2204317.93675,5966.706885
3,3117602,117602,Kings County,POLYGON,33.4,1,3,3117602,Brooklyn,E,117602,1176.02,BK83,Cypress Hills-City Line,4008,1548007.98466,5876.21493072
3,3117400,117400,Kings County,POLYGON,33.9,1,3,3117400,Brooklyn,E,117400,1174,BK83,Cypress Hills-City Line,4008,2295155.61038,6842.14194702
3,3118201,118201,Kings County,POLYGON,34.3,1,3,3118201,Brooklyn,E,118201,1182.01,BK83,Cypress Hills-City Line,4008,1360340.30895,4880.98243447
3,3118600,118600,Kings County,POLYGON,34.4,1,3,3118600,Brooklyn,E,118600,1186,BK83,Cypress Hills-City Line,4008,1415166.45614,5801.67132317
3,3117601,117601,Kings County,POLYGON,34.5,1,3,3117601,Brooklyn,E,117601,1176.01,BK83,Cypress Hills-City Line,4008,1639988.0953,6040.07935291
3,3117800,117800,Kings County,POLYGON,34.7,1,3,3117800,Brooklyn,E,117800,1178,BK83,Cypress Hills-City Line,4008,1539547.75148,5868.45661967
3,3119000,119000,Kings County,POLYGON,35.1,1,3,3119000,Brooklyn,E,119000,1190,BK83,Cypress Hills-City Line,4008,1493408.40258,6353.71140387
3,3105801,105801,Kings County,POLYGON,27.6,1,3,3105801,Brooklyn,E,105801,1058.01,BK93,Starrett City,4008,4521101.27778,10687.6251725
3,3105804,105804,Kings County,MULTIPOLYGON,29.9,1,3,3105804,Brooklyn,E,105804,1058.04,BK93,Starrett City,4008,7077851.21925,15701.5284286
3,3101400,101400,Kings County,POLYGON,24.8,1,3,3101400,Brooklyn,E,101400,1014,BK50,Canarsie,4009,1668038.25131,5259.87673388
3,3099000,099000,Kings County,POLYGON,26,1,3,3099000,Brooklyn,E,099000,990,BK50,Canarsie,4009,1762100.884,5378.75428713
3,3099400,099400,Kings County,POLYGON,26.3,1,3,3099400,Brooklyn,E,099400,994,BK50,Canarsie,4009,1872516.87682,5763.48484081
3,3098800,098800,Kings County,POLYGON,26.6,1,3,3098800,Brooklyn,E,098800,988,BK50,Canarsie,4009,1743233.09843,5359.19758648
3,3095000,095000,Kings County,POLYGON,26.8,1,3,3095000,Brooklyn,E,095000,950,BK50,Canarsie,4009,2612150.73973,7974.1748431
3,3095800,095800,Kings County,POLYGON,26.8,1,3,3095800,Brooklyn,E,095800,958,BK50,Canarsie,4009,2522663.37879,6859.0704963
3,3098600,098600,Kings County,POLYGON,27.5,1,3,3098600,Brooklyn,E,098600,986,BK50,Canarsie,4009,1677791.55349,5278.87711624
3,3099600,099600,Kings County,POLYGON,27.7,1,3,3099600,Brooklyn,E,099600,996,BK50,Canarsie,4009,2041897.34972,5666.14194835
3,3095600,095600,Kings County,POLYGON,28.5,1,3,3095600,Brooklyn,E,095600,956,BK50,Canarsie,4009,2557813.93753,8009.83314854
3,3100800,100800,Kings County,POLYGON,28.9,1,3,3100800,Brooklyn,E,100800,1008,BK50,Canarsie,4009,1602833.03335,5432.52851017
3,3096400,096400,Kings County,POLYGON,29.6,1,3,3096400,Brooklyn,E,096400,964,BK50,Canarsie,4009,1900792.26592,5517.26274615
3,3098200,098200,Kings County,POLYGON,39.4,1,3,3098200,Brooklyn,E,098200,982,BK50,Canarsie,4009,3723765.68701,8952.01316407
3,3092800,092800,Kings County,POLYGON,28.9,1,3,3092800,Brooklyn,E,092800,928,BK96,Rugby-Remsen Village,4010,1692107.99113,5286.46087725
3,3093000,093000,Kings County,POLYGON,29.4,1,3,3093000,Brooklyn,E,093000,930,BK96,Rugby-Remsen Village,4010,2090418.96268,6635.84834497
4,4005100,005100,Queens County,POLYGON,31,1,4,4005100,Queens,E,005100,51,QN68,Queensbridge-Ravenswood-Long Island City,4101,1476104.59295,5387.36705197
4,4004300,004300,Queens County,POLYGON,35.8,1,4,4004300,Queens,E,004300,43,QN68,Queensbridge-Ravenswood-Long Island City,4101,1840353.43694,6406.51031855
4,4002500,002500,Queens County,POLYGON,36.5,1,4,4002500,Queens,E,002500,25,QN68,Queensbridge-Ravenswood-Long Island City,4101,2240196.36727,6022.48605888
4,4014500,014500,Queens County,POLYGON,23.1,1,4,4014500,Queens,E,014500,145,QN70,Astoria,4101,1374739.95366,4713.2971352
4,4014700,014700,Queens County,POLYGON,23.4,1,4,4014700,Queens,E,014700,147,QN70,Astoria,4101,1592386.54112,6043.08848199
4,4005300,005300,Queens County,POLYGON,26.4,1,4,4005300,Queens,E,005300,53,QN70,Astoria,4101,2111785.65327,8537.62822394
4,4015900,015900,Queens County,POLYGON,26.6,1,4,4015900,Queens,E,015900,159,QN70,Astoria,4101,1826098.40135,6058.44670725
4,4006100,006100,Queens County,POLYGON,26.7,1,4,4006100,Queens,E,006100,61,QN70,Astoria,4101,2099309.54073,6183.31805935
4,4006501,006501,Queens County,POLYGON,27,1,4,4006501,Queens,E,006501,65.01,QN70,Astoria,4101,1198418.17625,5124.69075287
4,4015500,015500,Queens County,POLYGON,27,1,4,4015500,Queens,E,015500,155,QN70,Astoria,4101,1587954.99375,8259.37343639
4,4016300,016300,Queens County,POLYGON,27.3,1,4,4016300,Queens,E,016300,163,QN70,Astoria,4101,2348739.41574,7722.7081891
4,4014300,014300,Queens County,POLYGON,27.4,1,4,4014300,Queens,E,014300,143,QN70,Astoria,4101,1469451.93539,5416.75937496
4,4006300,006300,Queens County,POLYGON,27.6,1,4,4006300,Queens,E,006300,63,QN70,Astoria,4101,2288182.61725,6357.91400879
4,4014900,014900,Queens County,POLYGON,27.6,1,4,4014900,Queens,E,014900,149,QN70,Astoria,4101,1147477.90442,4285.46359665
4,4015300,015300,Queens County,POLYGON,27.6,1,4,4015300,Queens,E,015300,153,QN70,Astoria,4101,1309390.55757,4615.60789617
4,4006502,006502,Queens County,POLYGON,28.8,1,4,4006502,Queens,E,006502,65.02,QN70,Astoria,4101,1650722.26319,5907.49101606
4,4004700,004700,Queens County,POLYGON,30.2,1,4,4004700,Queens,E,004700,47,QN70,Astoria,4101,1928980.64202,5564.48066936
4,4016100,016100,Queens County,POLYGON,30.4,1,4,4016100,Queens,E,016100,161,QN70,Astoria,4101,1157640.32006,4505.24351466
4,4007300,007300,Queens County,POLYGON,24,1,4,4007300,Queens,E,007300,73,QN71,Old Astoria,4101,1522211.55681,4968.58358638
4,4006900,006900,Queens County,POLYGON,24.8,1,4,4006900,Queens,E,006900,69,QN71,Old Astoria,4101,2266843.13749,6617.1875276
4,4009100,009100,Queens County,POLYGON,25.2,1,4,4009100,Queens,E,009100,91,QN71,Old Astoria,4101,2007700.23401,9273.99304375
4,4007900,007900,Queens County,POLYGON,28.1,1,4,4007900,Queens,E,007900,79,QN71,Old Astoria,4101,1727511.12348,5365.90134838
4,4008300,008300,Queens County,POLYGON,29.6,1,4,4008300,Queens,E,008300,83,QN71,Old Astoria,4101,2059577.44349,7048.15735528
4,4008100,008100,Queens County,POLYGON,29.7,1,4,4008100,Queens,E,008100,81,QN71,Old Astoria,4101,1212136.86981,5723.34813996
4,4008700,008700,Queens County,POLYGON,39.5,1,4,4008700,Queens,E,008700,87,QN71,Old Astoria,4101,2721436.8657,7308.23741914
4,4010100,010100,Queens County,POLYGON,23.6,1,4,4010100,Queens,E,010100,101,QN72,Steinway,4101,1860062.4951,5978.76311714
4,4011100,011100,Queens County,POLYGON,24.2,1,4,4011100,Queens,E,011100,111,QN72,Steinway,4101,1622555.60164,5447.70033024
4,4009500,009500,Queens County,POLYGON,25,1,4,4009500,Queens,E,009500,95,QN72,Steinway,4101,1770676.74896,6035.05957613
4,4012500,012500,Queens County,POLYGON,25.2,1,4,4012500,Queens,E,012500,125,QN72,Steinway,4101,1752217.14708,7021.10142818
4,4013700,013700,Queens County,POLYGON,25.3,1,4,4013700,Queens,E,013700,137,QN72,Steinway,4101,2152435.34048,7877.75101825
4,4010300,010300,Queens County,POLYGON,25.9,1,4,4010300,Queens,E,010300,103,QN72,Steinway,4101,2695889.65196,9276.26130796
4,4012100,012100,Queens County,POLYGON,26.4,1,4,4012100,Queens,E,012100,121,QN72,Steinway,4101,1484400.40205,5080.83238386
4,4010500,010500,Queens County,POLYGON,26.9,1,4,4010500,Queens,E,010500,105,QN72,Steinway,4101,2131456.19655,6626.64140286
4,4011300,011300,Queens County,POLYGON,27,1,4,4011300,Queens,E,011300,113,QN72,Steinway,4101,1922996.04216,6050.89773202
4,4011500,011500,Queens County,POLYGON,27.4,1,4,4011500,Queens,E,011500,115,QN72,Steinway,4101,1997244.19371,5907.89869038
4,4011900,011900,Queens County,POLYGON,28.7,1,4,4011900,Queens,E,011900,119,QN72,Steinway,4101,1199795.08715,4488.11142031
4,4037500,037500,Queens County,POLYGON,34.5,1,4,4037500,Queens,E,037500,375,QN26,North Corona,4102,1649123.59276,10390.0312055
4,4040900,040900,Queens County,POLYGON,34.7,1,4,4040900,Queens,E,040900,409,QN26,North Corona,4102,1641232.54966,7998.16011859
4,4038100,038100,Queens County,POLYGON,34.8,1,4,4038100,Queens,E,038100,381,QN26,North Corona,4102,3062889.41246,7022.63927811
4,4040700,040700,Queens County,POLYGON,35.2,1,4,4040700,Queens,E,040700,407,QN26,North Corona,4102,2147774.73122,8741.99551172
4,4040100,040100,Queens County,POLYGON,36.4,1,4,4040100,Queens,E,040100,401,QN26,North Corona,4102,2267584.44527,6928.19973906
4,4037700,037700,Queens County,POLYGON,36.9,1,4,4037700,Queens,E,037700,377,QN26,North Corona,4102,1580389.2633,5048.00393718
4,4040500,040500,Queens County,POLYGON,36.9,1,4,4040500,Queens,E,040500,405,QN26,North Corona,4102,1393598.34545,6911.16713107
4,4037900,037900,Queens County,POLYGON,37.2,1,4,4037900,Queens,E,037900,379,QN26,North Corona,4102,2120846.39411,6143.37398857
4,4040300,040300,Queens County,POLYGON,38.6,1,4,4040300,Queens,E,040300,403,QN26,North Corona,4102,2137394.95431,6602.04531679
4,4036700,036700,Queens County,POLYGON,30.1,1,4,4036700,Queens,E,036700,367,QN27,East Elmhurst,4102,2109206.75524,6264.96006339
4,4037300,037300,Queens County,POLYGON,30.8,1,4,4037300,Queens,E,037300,373,QN27,East Elmhurst,4102,2570655.43737,7528.06893167
4,4037100,037100,Queens County,POLYGON,30.9,1,4,4037100,Queens,E,037100,371,QN27,East Elmhurst,4102,1941447.46794,6834.47194729
4,4035300,035300,Queens County,POLYGON,31.2,1,4,4035300,Queens,E,035300,353,QN27,East Elmhurst,4102,1670746.13885,6205.73003855
4,4036100,036100,Queens County,POLYGON,33.1,1,4,4036100,Queens,E,036100,361,QN27,East Elmhurst,4102,1693934.91564,7450.19992296
4,4036500,036500,Queens County,POLYGON,33.7,1,4,4036500,Queens,E,036500,365,QN27,East Elmhurst,4102,1787984.83045,5481.93914543
4,4036300,036300,Queens County,POLYGON,34,1,4,4036300,Queens,E,036300,363,QN27,East Elmhurst,4102,1449335.0736,5217.35024719
4,4035100,035100,Queens County,POLYGON,25,1,4,4035100,Queens,E,035100,351,QN28,Jackson Heights,4102,1498730.09549,5464.05530318
4,4027900,027900,Queens County,POLYGON,25.3,1,4,4027900,Queens,E,027900,279,QN28,Jackson Heights,4102,1913241.96981,7392.18258886
4,4028100,028100,Queens County,POLYGON,25.6,1,4,4028100,Queens,E,028100,281,QN28,Jackson Heights,4102,1877449.70744,7391.19960296
4,4030903,030903,Queens County,POLYGON,26.2,1,4,4030903,Queens,E,030903,309.03,QN28,Jackson Heights,4102,3785525.77252,7799.35674164
4,4028900,028900,Queens County,POLYGON,26.3,1,4,4028900,Queens,E,028900,289,QN28,Jackson Heights,4102,1859020.46313,7304.21962
4,4029100,029100,Queens County,POLYGON,26.3,1,4,4029100,Queens,E,029100,291,QN28,Jackson Heights,4102,2757506.8396,7461.42141041
4,4030902,030902,Queens County,POLYGON,26.3,1,4,4030902,Queens,E,030902,309.02,QN28,Jackson Heights,4102,4454458.6623,8886.22249332
4,4028300,028300,Queens County,POLYGON,26.7,1,4,4028300,Queens,E,028300,283,QN28,Jackson Heights,4102,1913172.8992,7388.43631836
4,4032900,032900,Queens County,POLYGON,26.9,1,4,4032900,Queens,E,032900,329,QN28,Jackson Heights,4102,4703696.53895,9138.34837747
4,4034700,034700,Queens County,POLYGON,27.1,1,4,4034700,Queens,E,034700,347,QN28,Jackson Heights,4102,3984026.09065,13359.3278603
4,4032700,032700,Queens County,POLYGON,28.6,1,4,4032700,Queens,E,032700,327,QN28,Jackson Heights,4102,1623732.5912,5723.34961411
4,4027700,027700,Queens County,POLYGON,29.7,1,4,4027700,Queens,E,027700,277,QN28,Jackson Heights,4102,1876123.38283,7391.82600402
4,4033700,033700,Queens County,POLYGON,30.6,1,4,4033700,Queens,E,033700,337,QN28,Jackson Heights,4102,1623669.21558,5720.83796313
4,4027500,027500,Queens County,POLYGON,32.6,1,4,4027500,Queens,E,027500,275,QN28,Jackson Heights,4102,1911640.18792,7384.59552621
4,4027300,027300,Queens County,POLYGON,34.2,1,4,4027300,Queens,E,027300,273,QN28,Jackson Heights,4102,2316635.91817,7545.63406277
4,4079701,079701,Queens County,POLYGON,23,1,4,4079701,Queens,E,079701,797.01,QN22,Flushing,4103,1199494.69471,5015.54421264
4,4116100,116100,Queens County,POLYGON,24.1,1,4,4116100,Queens,E,116100,1161,QN22,Flushing,4103,1908884.05525,6285.64226871
4,4088901,088901,Queens County,POLYGON,24.9,1,4,4088901,Queens,E,088901,889.01,QN22,Flushing,4103,6859679.08111,14969.3171891
4,4085900,085900,Queens County,POLYGON,25,1,4,4085900,Queens,E,085900,859,QN22,Flushing,4103,1570940.91596,6082.73940028
4,4079702,079702,Queens County,POLYGON,25.9,1,4,4079702,Queens,E,079702,797.02,QN22,Flushing,4103,3101260.13494,8426.36828691
4,4084500,084500,Queens County,POLYGON,26.2,1,4,4084500,Queens,E,084500,845,QN22,Flushing,4103,2034223.6259,6853.36439866
4,4086500,086500,Queens County,POLYGON,27.1,1,4,4086500,Queens,E,086500,865,QN22,Flushing,4103,1685034.01512,5149.17857723
4,4085700,085700,Queens County,POLYGON,27.5,1,4,4085700,Queens,E,085700,857,QN22,Flushing,4103,1425026.4315,5338.43624071
4,4085500,085500,Queens County,POLYGON,27.7,1,4,4085500,Queens,E,085500,855,QN22,Flushing,4103,1405499.85981,4829.54813019
4,4085300,085300,Queens County,POLYGON,27.9,1,4,4085300,Queens,E,085300,853,QN22,Flushing,4103,2102465.74785,7933.21375364
4,4084900,084900,Queens County,POLYGON,32,1,4,4084900,Queens,E,084900,849,QN22,Flushing,4103,3277383.32369,8402.51954183
4,4091900,091900,Queens County,POLYGON,24.7,1,4,4091900,Queens,E,091900,919,QN23,College Point,4103,4909027.51233,17770.3069145
4,4094700,094700,Queens County,POLYGON,26.4,1,4,4094700,Queens,E,094700,947,QN23,College Point,4103,2935620.79391,8723.37882855
4,4092900,092900,Queens County,MULTIPOLYGON,27.4,1,4,4092900,Queens,E,092900,929,QN23,College Point,4103,10263731.6601,22327.1342943
4,4092500,092500,Queens County,POLYGON,27.8,1,4,4092500,Queens,E,092500,925,QN23,College Point,4103,3362669.25561,7714.7483029
4,4104700,104700,Queens County,POLYGON,20.3,1,4,4104700,Queens,E,104700,1047,QN51,Murray Hill,4103,9061045.50776,13160.641358
4,4115700,115700,Queens County,POLYGON,21.5,1,4,4115700,Queens,E,115700,1157,QN51,Murray Hill,4103,3386397.12075,7983.88419679
4,4117100,117100,Queens County,POLYGON,25.6,1,4,4117100,Queens,E,117100,1171,QN51,Murray Hill,4103,4280909.70652,9896.06001064
4,4115900,115900,Queens County,POLYGON,26.4,1,4,4115900,Queens,E,115900,1159,QN51,Murray Hill,4103,3326142.86983,7333.57032936
4,4086300,086300,Queens County,POLYGON,27.2,1,4,4086300,Queens,E,086300,863,QN51,Murray Hill,4103,1551084.28139,5057.53182961
4,4116300,116300,Queens County,POLYGON,27.8,1,4,4116300,Queens,E,116300,1163,QN51,Murray Hill,4103,2707156.43829,8496.80352027
4,4116700,116700,Queens County,POLYGON,29.7,1,4,4116700,Queens,E,116700,1167,QN51,Murray Hill,4103,1787963.4013,6703.87301362
4,4120300,120300,Queens County,POLYGON,20.9,1,4,4120300,Queens,E,120300,1203,QN52,East Flushing,4103,1980421.58664,6496.70394237
4,4119900,119900,Queens County,POLYGON,21.6,1,4,4119900,Queens,E,119900,1199,QN52,East Flushing,4103,1984492.94378,7088.40092906
4,4120500,120500,Queens County,POLYGON,22,1,4,4120500,Queens,E,120500,1205,QN52,East Flushing,4103,2176840.41597,6065.70110276
4,4119300,119300,Queens County,POLYGON,22.2,1,4,4119300,Queens,E,119300,1193,QN52,East Flushing,4103,2275552.29931,7005.18398852
4,4086100,086100,Queens County,POLYGON,24.5,1,4,4086100,Queens,E,086100,861,QN52,East Flushing,4103,1603443.54833,6463.37312833
4,4118700,118700,Queens County,POLYGON,24.9,1,4,4118700,Queens,E,118700,1187,QN52,East Flushing,4103,2015272.4628,6293.04587555
4,4120100,120100,Queens County,POLYGON,25,1,4,4120100,Queens,E,120100,1201,QN52,East Flushing,4103,1753647.12937,6506.48564076
4,4118500,118500,Queens County,POLYGON,28.2,1,4,4118500,Queens,E,118500,1185,QN52,East Flushing,4103,1665902.13449,7880.47786039
4,4119100,119100,Queens County,POLYGON,28.4,1,4,4119100,Queens,E,119100,1191,QN52,East Flushing,4103,2342906.86004,7286.99598298
4,4080302,080302,Queens County,POLYGON,21,1,4,4080302,Queens,E,080302,803.02,QN62,Queensboro Hill,4103,4638897.05441,14639.2336833
4,4121500,121500,Queens County,POLYGON,22.1,1,4,4121500,Queens,E,121500,1215,QN62,Queensboro Hill,4103,6906260.85139,13130.0972143
4,4083700,083700,Queens County,POLYGON,23,1,4,4083700,Queens,E,083700,837,QN62,Queensboro Hill,4103,8455351.46395,13929.5235681
4,4079900,079900,Queens County,POLYGON,23.7,1,4,4079900,Queens,E,079900,799,QN62,Queensboro Hill,4103,3090324.15456,7817.63522562
4,4080301,080301,Queens County,POLYGON,24.7,1,4,4080301,Queens,E,080301,803.01,QN62,Queensboro Hill,4103,3470954.82751,10710.4064066
4,4136700,136700,Queens County,POLYGON,19.1,1,4,4136700,Queens,E,136700,1367,QN42,Oakland Gardens,4104,8263390.93314,11750.4689517
4,4113900,113900,Queens County,POLYGON,22.1,1,4,4113900,Queens,E,113900,1139,QN48,Auburndale,4104,4132816.05246,10111.0302438
4,4118100,118100,Queens County,POLYGON,25.2,1,4,4118100,Queens,E,118100,1181,QN48,Auburndale,4104,2096778.88162,6073.70637836
4,4069000,069000,Queens County,POLYGON,31,1,4,4069000,Queens,E,069000,690,QN03,Springfield Gardens South-Brookville,4105,3753667.40026,9391.05319734
4,4056000,056000,Queens County,POLYGON,22.4,1,4,4056000,Queens,E,056000,560,QN34,Queens Village,4105,2300763.02867,8503.4039354
4,4051600,051600,Queens County,POLYGON,26,1,4,4051600,Queens,E,051600,516,QN34,Queens Village,4105,1983892.44753,7138.18519087
4,4056600,056600,Queens County,POLYGON,26.3,1,4,4056600,Queens,E,056600,566,QN34,Queens Village,4105,2097114.19117,5710.00266593
4,4056400,056400,Queens County,POLYGON,26.4,1,4,4056400,Queens,E,056400,564,QN34,Queens Village,4105,2025524.27726,7006.03360318
4,4051200,051200,Queens County,POLYGON,27.1,1,4,4051200,Queens,E,051200,512,QN34,Queens Village,4105,4044798.63073,10480.7022355
4,4053800,053800,Queens County,POLYGON,28.2,1,4,4053800,Queens,E,053800,538,QN34,Queens Village,4105,2031701.23342,7196.83089499
4,4054000,054000,Queens County,POLYGON,29.4,1,4,4054000,Queens,E,054000,540,QN34,Queens Village,4105,5627808.74602,10379.2233617
4,4157102,157102,Queens County,POLYGON,22.7,1,4,4157102,Queens,E,157102,1571.02,QN43,Bellerose,4105,3383204.68554,9503.31323113
4,4045800,045800,Queens County,POLYGON,23.1,1,4,4045800,Queens,E,045800,458,QN06,Jamaica Estates-Holliswood,4106,2638495.13171,8948.91883479
4,4046600,046600,Queens County,POLYGON,25.4,1,4,4046600,Queens,E,046600,466,QN06,Jamaica Estates-Holliswood,4106,2588687.08916,7913.71246979
4,4045600,045600,Queens County,POLYGON,22.6,1,4,4045600,Queens,E,045600,456,QN35,Briarwood-Jamaica Hills,4106,1696420.22215,7547.45998691
4,4045400,045400,Queens County,POLYGON,24.6,1,4,4045400,Queens,E,045400,454,QN35,Briarwood-Jamaica Hills,4106,2517110.83184,8476.76160715
4,4045000,045000,Queens County,POLYGON,25.3,1,4,4045000,Queens,E,045000,450,QN35,Briarwood-Jamaica Hills,4106,1819154.15771,5557.30585487
4,4044800,044800,Queens County,POLYGON,26.9,1,4,4044800,Queens,E,044800,448,QN35,Briarwood-Jamaica Hills,4106,2240965.72164,7015.86682481
4,4021400,021400,Queens County,POLYGON,27.2,1,4,4021400,Queens,E,021400,214,QN35,Briarwood-Jamaica Hills,4106,4031658.21724,8483.17119556
4,4023600,023600,Queens County,POLYGON,29.2,1,4,4023600,Queens,E,023600,236,QN35,Briarwood-Jamaica Hills,4106,1897473.67024,5717.55590977
4,4077903,077903,Queens County,POLYGON,19.8,1,4,4077903,Queens,E,077903,779.03,QN37,Kew Gardens Hills,4106,2863534.83157,7149.38301217
4,4077906,077906,Queens County,POLYGON,21,1,4,4077906,Queens,E,077906,779.06,QN37,Kew Gardens Hills,4106,3088389.61169,7666.13041776
4,4077904,077904,Queens County,POLYGON,22.3,1,4,4077904,Queens,E,077904,779.04,QN37,Kew Gardens Hills,4106,4125289.763,8327.18679115
4,4077907,077907,Queens County,POLYGON,23.3,1,4,4077907,Queens,E,077907,779.07,QN37,Kew Gardens Hills,4106,2307804.25592,6170.51417924
4,4125700,125700,Queens County,POLYGON,24.2,1,4,4125700,Queens,E,125700,1257,QN37,Kew Gardens Hills,4106,3566900.69669,8457.52173186
4,4077908,077908,Queens County,POLYGON,29.8,1,4,4077908,Queens,E,077908,779.08,QN37,Kew Gardens Hills,4106,2156618.53399,6079.43040962
4,4122701,122701,Queens County,POLYGON,24.1,1,4,4122701,Queens,E,122701,1227.01,QN38,Pomonok-Flushing Heights-Hillcrest,4106,7529200.54902,12476.6374925
4,4122702,122702,Queens County,POLYGON,30.4,1,4,4122702,Queens,E,122702,1227.02,QN38,Pomonok-Flushing Heights-Hillcrest,4106,4801785.8427,11883.7840963
4,4043701,043701,Queens County,POLYGON,28.9,1,4,4043701,Queens,E,043701,437.01,QN25,Corona,4107,1615375.89078,5520.80180092
4,4044301,044301,Queens County,POLYGON,29.6,1,4,4044301,Queens,E,044301,443.01,QN25,Corona,4107,1437697.86661,5794.71161378
4,4043702,043702,Queens County,POLYGON,30.1,1,4,4043702,Queens,E,043702,437.02,QN25,Corona,4107,1951899.2991,5926.8031413
4,4044302,044302,Queens County,POLYGON,31.5,1,4,4044302,Queens,E,044302,443.02,QN25,Corona,4107,2992542.39288,6885.48795998
4,4041300,041300,Queens County,POLYGON,32.5,1,4,4041300,Queens,E,041300,413,QN25,Corona,4107,1709061.30136,5605.05181517
